gene_id,chr,start,end,strand,TSS,TSS_10kb_start,TSS_10kb_end,TSS_20kb_start,TSS_20kb_end,TSS_50kb_start,TSS_50kb_end,TSS_100kb_start,TSS_100kb_end,chr_number,chr_coord_10kb,chr_coord_20kb,chr_coord_50kb,chr_coord_100kb
rab41,NC_007125.7,33280718,33297314,-,33297314,33287314,33307314,33277314,33317314,33247314,33347314,33197314,33397314,14,14-33287314-33307314,14-33277314-33317314,14-33247314-33347314,14-33197314-33397314
sowahd,NC_007125.7,33329420,33331494,+,33329420,33319420,33339420,33309420,33349420,33279420,33379420,33229420,33429420,14,14-33319420-33339420,14-33309420-33349420,14-33279420-33379420,14-33229420-33429420
rpl39,NC_007125.7,33331773,33334058,-,33334058,33324058,33344058,33314058,33354058,33284058,33384058,33234058,33434058,14,14-33324058-33344058,14-33314058-33354058,14-33284058-33384058,14-33234058-33434058
upf3b,NC_007125.7,33339322,33351103,-,33351103,33341103,33361103,33331103,33371103,33301103,33401103,33251103,33451103,14,14-33341103-33361103,14-33331103-33371103,14-33301103-33401103,14-33251103-33451103
pimr117,NC_007125.7,33355155,33360382,-,33360382,33350382,33370382,33340382,33380382,33310382,33410382,33260382,33460382,14,14-33350382-33370382,14-33340382-33380382,14-33310382-33410382,14-33260382-33460382
pimr120,NC_007125.7,33365042,33370436,-,33370436,33360436,33380436,33350436,33390436,33320436,33420436,33270436,33470436,14,14-33360436-33380436,14-33350436-33390436,14-33320436-33420436,14-33270436-33470436
pimr119,NC_007125.7,33381747,33387305,-,33387305,33377305,33397305,33367305,33407305,33337305,33437305,33287305,33487305,14,14-33377305-33397305,14-33367305-33407305,14-33337305-33437305,14-33287305-33487305
pimr118,NC_007125.7,33391840,33396760,-,33396760,33386760,33406760,33376760,33416760,33346760,33446760,33296760,33496760,14,14-33386760-33406760,14-33376760-33416760,14-33346760-33446760,14-33296760-33496760
ndufa1,NC_007125.7,33413960,33415439,+,33413960,33403960,33423960,33393960,33433960,33363960,33463960,33313960,33513960,14,14-33403960-33423960,14-33393960-33433960,14-33363960-33463960,14-33313960-33513960
nkap,NC_007125.7,33418500,33425147,-,33425147,33415147,33435147,33405147,33445147,33375147,33475147,33325147,33525147,14,14-33415147-33435147,14-33405147-33445147,14-33375147-33475147,14-33325147-33525147
zbtb33,NC_007125.7,33427812,33435854,+,33427812,33417812,33437812,33407812,33447812,33377812,33477812,33327812,33527812,14,14-33417812-33437812,14-33407812-33447812,14-33377812-33477812,14-33327812-33527812
tmem255a,NC_007125.7,33435850,33454637,-,33454637,33444637,33464637,33434637,33474637,33404637,33504637,33354637,33554637,14,14-33444637-33464637,14-33434637-33474637,14-33404637-33504637,14-33354637-33554637
atp1b4,NC_007125.7,33458298,33469953,+,33458298,33448298,33468298,33438298,33478298,33408298,33508298,33358298,33558298,14,14-33448298-33468298,14-33438298-33478298,14-33408298-33508298,14-33358298-33558298
lamp2,NC_007125.7,33472790,33481527,-,33481527,33471527,33491527,33461527,33501527,33431527,33531527,33381527,33581527,14,14-33471527-33491527,14-33461527-33501527,14-33431527-33531527,14-33381527-33581527
cul4b,NC_007125.7,33486151,33505709,+,33486151,33476151,33496151,33466151,33506151,33436151,33536151,33386151,33586151,14,14-33476151-33496151,14-33466151-33506151,14-33436151-33536151,14-33386151-33586151
mcts1,NC_007125.7,33507658,33513072,+,33507658,33497658,33517658,33487658,33527658,33457658,33557658,33407658,33607658,14,14-33497658-33517658,14-33487658-33527658,14-33457658-33557658,14-33407658-33607658
c1galt1c1,NC_007125.7,33515515,33521057,-,33521057,33511057,33531057,33501057,33541057,33471057,33571057,33421057,33621057,14,14-33511057-33531057,14-33501057-33541057,14-33471057-33571057,14-33421057-33621057
zdhhc9,NC_007125.7,33525353,33567334,+,33525353,33515353,33535353,33505353,33545353,33475353,33575353,33425353,33625353,14,14-33515353-33535353,14-33505353-33545353,14-33475353-33575353,14-33425353-33625353
sash3,NC_007125.7,33568412,33585894,-,33585894,33575894,33595894,33565894,33605894,33535894,33635894,33485894,33685894,14,14-33575894-33595894,14-33565894-33605894,14-33535894-33635894,14-33485894-33685894
xpnpep2,NC_007125.7,33591626,33613768,-,33613768,33603768,33623768,33593768,33633768,33563768,33663768,33513768,33713768,14,14-33603768-33623768,14-33593768-33633768,14-33563768-33663768,14-33513768-33713768
apln,NC_007125.7,33722950,33757715,+,33722950,33712950,33732950,33702950,33742950,33672950,33772950,33622950,33822950,14,14-33712950-33732950,14-33702950-33742950,14-33672950-33772950,14-33622950-33822950
vimr2,NC_007125.7,33790915,33823395,-,33823395,33813395,33833395,33803395,33843395,33773395,33873395,33723395,33923395,14,14-33813395-33833395,14-33803395-33843395,14-33773395-33873395,14-33723395-33923395
ocrl,NC_007125.7,33826123,33858223,-,33858223,33848223,33868223,33838223,33878223,33808223,33908223,33758223,33958223,14,14-33848223-33868223,14-33838223-33878223,14-33808223-33908223,14-33758223-33958223
si:ch73-335m24.2,NC_007125.7,33860088,33872143,-,33872143,33862143,33882143,33852143,33892143,33822143,33922143,33772143,33972143,14,14-33862143-33882143,14-33852143-33892143,14-33822143-33922143,14-33772143-33972143
clic2,NC_007125.7,33883023,33892311,+,33883023,33873023,33893023,33863023,33903023,33833023,33933023,33783023,33983023,14,14-33873023-33893023,14-33863023-33903023,14-33833023-33933023,14-33783023-33983023
urp1,NC_007125.7,33892262,33894915,-,33894915,33884915,33904915,33874915,33914915,33844915,33944915,33794915,33994915,14,14-33884915-33904915,14-33874915-33914915,14-33844915-33944915,14-33794915-33994915
slc24a6a,NC_007125.7,33898969,33936781,-,33936781,33926781,33946781,33916781,33956781,33886781,33986781,33836781,34036781,14,14-33926781-33946781,14-33916781-33956781,14-33886781-33986781,14-33836781-34036781
zdhhc24,NC_007125.7,33940721,33945642,-,33945642,33935642,33955642,33925642,33965642,33895642,33995642,33845642,34045642,14,14-33935642-33955642,14-33925642-33965642,14-33895642-33995642,14-33845642-34045642
foxa,NC_007125.7,33973142,33981512,-,33981512,33971512,33991512,33961512,34001512,33931512,34031512,33881512,34081512,14,14-33971512-33991512,14-33961512-34001512,14-33931512-34031512,14-33881512-34081512
cyfip2,NC_007125.7,33984355,34044416,-,34044416,34034416,34054416,34024416,34064416,33994416,34094416,33944416,34144416,14,14-34034416-34054416,14-34024416-34064416,14-33994416-34094416,14-33944416-34144416
itk,NC_007125.7,34045284,34059663,-,34059663,34049663,34069663,34039663,34079663,34009663,34109663,33959663,34159663,14,14-34049663-34069663,14-34039663-34079663,14-34009663-34109663,14-33959663-34159663
med7,NC_007125.7,34064319,34065934,+,34064319,34054319,34074319,34044319,34084319,34014319,34114319,33964319,34164319,14,14-34054319-34074319,14-34044319-34084319,14-34014319-34114319,14-33964319-34164319
gria1a,NC_007125.7,34129692,34276601,-,34276601,34266601,34286601,34256601,34296601,34226601,34326601,34176601,34376601,14,14-34266601-34286601,14-34256601-34296601,14-34226601-34326601,14-34176601-34376601
tmsb2,NC_007125.7,34486717,34488993,+,34486717,34476717,34496717,34466717,34506717,34436717,34536717,34386717,34586717,14,14-34476717-34496717,14-34466717-34506717,14-34436717-34536717,14-34386717-34586717
wnt8a,NC_007125.7,34490445,34497724,+,34490445,34480445,34500445,34470445,34510445,34440445,34540445,34390445,34590445,14,14-34480445-34500445,14-34470445-34510445,14-34440445-34540445,14-34390445-34590445
lcp2b,NC_007125.7,34501245,34510633,+,34501245,34491245,34511245,34481245,34521245,34451245,34551245,34401245,34601245,14,14-34491245-34511245,14-34481245-34521245,14-34451245-34551245,14-34401245-34601245
zgc:194246,NC_007125.7,34512011,34513103,-,34513103,34503103,34523103,34493103,34533103,34463103,34563103,34413103,34613103,14,14-34503103-34523103,14-34493103-34533103,14-34463103-34563103,14-34413103-34613103
foxi3b,NC_007125.7,34514414,34516100,+,34514414,34504414,34524414,34494414,34534414,34464414,34564414,34414414,34614414,14,14-34504414-34524414,14-34494414-34534414,14-34464414-34564414,14-34414414-34614414
gabrp,NC_007125.7,34547571,34557595,+,34547571,34537571,34557571,34527571,34567571,34497571,34597571,34447571,34647571,14,14-34537571-34557571,14-34527571-34567571,14-34497571-34597571,14-34447571-34647571
pttg1,NC_007125.7,34558478,34561282,+,34558478,34548478,34568478,34538478,34578478,34508478,34608478,34458478,34658478,14,14-34548478-34568478,14-34538478-34578478,14-34508478-34608478,14-34458478-34658478
afap1l1a,NC_007125.7,34562426,34633960,-,34633960,34623960,34643960,34613960,34653960,34583960,34683960,34533960,34733960,14,14-34623960-34643960,14-34613960-34653960,14-34583960-34683960,14-34533960-34733960
ablim3,NC_007125.7,34634140,34771916,-,34771916,34761916,34781916,34751916,34791916,34721916,34821916,34671916,34871916,14,14-34761916-34781916,14-34751916-34791916,14-34721916-34821916,14-34671916-34871916
sh3tc2,NC_007125.7,34781034,34798337,+,34781034,34771034,34791034,34761034,34801034,34731034,34831034,34681034,34881034,14,14-34771034-34791034,14-34761034-34801034,14-34731034-34831034,14-34681034-34881034
adrb2a,NC_007125.7,34829048,34830265,-,34830265,34820265,34840265,34810265,34850265,34780265,34880265,34730265,34930265,14,14-34820265-34840265,14-34810265-34850265,14-34780265-34880265,14-34730265-34930265
il12ba,NC_007125.7,34950560,34959787,+,34950560,34940560,34960560,34930560,34970560,34900560,35000560,34850560,35050560,14,14-34940560-34960560,14-34930560-34970560,14-34900560-35000560,14-34850560-35050560
rnf145a,NC_007125.7,34966597,35009531,+,34966597,34956597,34976597,34946597,34986597,34916597,35016597,34866597,35066597,14,14-34956597-34976597,14-34946597-34986597,14-34916597-35016597,14-34866597-35066597
clint1a,NC_007125.7,35370034,35387533,+,35370034,35360034,35380034,35350034,35390034,35320034,35420034,35270034,35470034,14,14-35360034-35380034,14-35350034-35390034,14-35320034-35420034,14-35270034-35470034
lsm11,NC_007125.7,35392732,35400664,-,35400664,35390664,35410664,35380664,35420664,35350664,35450664,35300664,35500664,14,14-35390664-35410664,14-35380664-35420664,14-35350664-35450664,14-35300664-35500664
zbtb3,NC_007125.7,35405516,35408773,+,35405516,35395516,35415516,35385516,35425516,35355516,35455516,35305516,35505516,14,14-35395516-35415516,14-35385516-35425516,14-35355516-35455516,14-35305516-35505516
rnaseh2c,NC_007125.7,35409322,35414555,-,35414555,35404555,35424555,35394555,35434555,35364555,35464555,35314555,35514555,14,14-35404555-35424555,14-35394555-35434555,14-35364555-35464555,14-35314555-35514555
trmt12,NC_007125.7,35414632,35422774,+,35414632,35404632,35424632,35394632,35434632,35364632,35464632,35314632,35514632,14,14-35404632-35424632,14-35394632-35434632,14-35364632-35464632,14-35314632-35514632
sytl4,NC_007125.7,35424540,35441429,+,35424540,35414540,35434540,35404540,35444540,35374540,35474540,35324540,35524540,14,14-35414540-35434540,14-35404540-35444540,14-35374540-35474540,14-35324540-35524540
srpx2,NC_007125.7,35442133,35462102,-,35462102,35452102,35472102,35442102,35482102,35412102,35512102,35362102,35562102,14,14-35452102-35472102,14-35442102-35482102,14-35412102-35512102,14-35362102-35562102
si:ch211-203d1.3,NC_007125.7,35465058,35496324,+,35465058,35455058,35475058,35445058,35485058,35415058,35515058,35365058,35565058,14,14-35455058-35475058,14-35445058-35485058,14-35415058-35515058,14-35365058-35565058
mrpl18,NC_007125.7,35499678,35505494,-,35505494,35495494,35515494,35485494,35525494,35455494,35555494,35405494,35605494,14,14-35495494-35515494,14-35485494-35525494,14-35455494-35555494,14-35405494-35605494
pdgfc,NC_007125.7,35567321,35853680,-,35853680,35843680,35863680,35833680,35873680,35803680,35903680,35753680,35953680,14,14-35843680-35863680,14-35833680-35873680,14-35803680-35903680,14-35753680-35953680
glrbb,NC_007125.7,35691889,35732220,+,35691889,35681889,35701889,35671889,35711889,35641889,35741889,35591889,35791889,14,14-35681889-35701889,14-35671889-35711889,14-35641889-35741889,14-35591889-35791889
gria2b,NC_007125.7,35748382,35812827,+,35748382,35738382,35758382,35728382,35768382,35698382,35798382,35648382,35848382,14,14-35738382-35758382,14-35728382-35768382,14-35698382-35798382,14-35648382-35848382
gask1b,NC_007125.7,35876869,35883019,-,35883019,35873019,35893019,35863019,35903019,35833019,35933019,35783019,35983019,14,14-35873019-35893019,14-35863019-35903019,14-35833019-35933019,14-35783019-35983019
tmem144b,NC_007125.7,35884853,35892713,-,35892713,35882713,35902713,35872713,35912713,35842713,35942713,35792713,35992713,14,14-35882713-35902713,14-35872713-35912713,14-35842713-35942713,14-35792713-35992713
zgc:77938,NC_007125.7,35901266,35911982,+,35901266,35891266,35911266,35881266,35921266,35851266,35951266,35801266,36001266,14,14-35891266-35911266,14-35881266-35921266,14-35851266-35951266,14-35801266-36001266
pitx2,NC_007125.7,36220499,36229825,+,36220499,36210499,36230499,36200499,36240499,36170499,36270499,36120499,36320499,14,14-36210499-36230499,14-36200499-36240499,14-36170499-36270499,14-36120499-36320499
elovl6,NC_007125.7,36246726,36268034,+,36246726,36236726,36256726,36226726,36266726,36196726,36296726,36146726,36346726,14,14-36236726-36256726,14-36226726-36266726,14-36196726-36296726,14-36146726-36346726
egf,NC_007125.7,36277204,36326050,-,36326050,36316050,36336050,36306050,36346050,36276050,36376050,36226050,36426050,14,14-36316050-36336050,14-36306050-36346050,14-36276050-36376050,14-36226050-36426050
lrit3a,NC_007125.7,36328733,36345166,-,36345166,36335166,36355166,36325166,36365166,36295166,36395166,36245166,36445166,14,14-36335166-36355166,14-36325166-36365166,14-36295166-36395166,14-36245166-36445166
gpm6aa,NC_007125.7,36348949,36378281,-,36378281,36368281,36388281,36358281,36398281,36328281,36428281,36278281,36478281,14,14-36368281-36388281,14-36358281-36398281,14-36328281-36428281,14-36278281-36478281
spata4,NC_007125.7,36393852,36397878,-,36397878,36387878,36407878,36377878,36417878,36347878,36447878,36297878,36497878,14,14-36387878-36407878,14-36377878-36417878,14-36347878-36447878,14-36297878-36497878
asb5a,NC_007125.7,36398282,36412480,-,36412480,36402480,36422480,36392480,36432480,36362480,36462480,36312480,36512480,14,14-36402480-36422480,14-36392480-36432480,14-36362480-36462480,14-36312480-36512480
neil3,NC_007125.7,36414856,36428437,+,36414856,36404856,36424856,36394856,36434856,36364856,36464856,36314856,36514856,14,14-36404856-36424856,14-36394856-36434856,14-36364856-36464856,14-36314856-36514856
aga,NC_007125.7,36428441,36437249,-,36437249,36427249,36447249,36417249,36457249,36387249,36487249,36337249,36537249,14,14-36427249-36447249,14-36417249-36457249,14-36387249-36487249,14-36337249-36537249
tdo2a,NC_007125.7,36738074,36750584,+,36738074,36728074,36748074,36718074,36758074,36688074,36788074,36638074,36838074,14,14-36728074-36748074,14-36718074-36758074,14-36688074-36788074,14-36638074-36838074
ctso,NC_007125.7,36750584,36763325,-,36763325,36753325,36773325,36743325,36783325,36713325,36813325,36663325,36863325,14,14-36753325-36773325,14-36743325-36783325,14-36713325-36813325,14-36663325-36863325
rnf130,NC_007125.7,36765614,36863406,-,36863406,36853406,36873406,36843406,36883406,36813406,36913406,36763406,36963406,14,14-36853406-36873406,14-36843406-36883406,14-36813406-36913406,14-36763406-36963406
pcdh1b,NC_007125.7,37545640,37837593,+,37545640,37535640,37555640,37525640,37565640,37495640,37595640,37445640,37645640,14,14-37535640-37555640,14-37525640-37565640,14-37495640-37595640,14-37445640-37645640
rnasel3,NC_007125.7,38654305,38656046,+,38654305,38644305,38664305,38634305,38674305,38604305,38704305,38554305,38754305,14,14-38644305-38664305,14-38634305-38674305,14-38604305-38704305,14-38554305-38754305
fbxo38,NC_007125.7,38656815,38689766,+,38656815,38646815,38666815,38636815,38676815,38606815,38706815,38556815,38756815,14,14-38646815-38666815,14-38636815-38676815,14-38606815-38706815,14-38556815-38756815
csnk1a1,NC_007125.7,38761826,38783612,-,38783612,38773612,38793612,38763612,38803612,38733612,38833612,38683612,38883612,14,14-38773612-38793612,14-38763612-38803612,14-38733612-38833612,14-38683612-38883612
si:ch211-195b11.3,NC_007125.7,38786287,38791884,+,38786287,38776287,38796287,38766287,38806287,38736287,38836287,38686287,38886287,14,14-38776287-38796287,14-38766287-38806287,14-38736287-38836287,14-38686287-38886287
sil1,NC_007125.7,38795747,38809535,-,38809535,38799535,38819535,38789535,38829535,38759535,38859535,38709535,38909535,14,14-38799535-38819535,14-38789535-38829535,14-38759535-38859535,14-38709535-38909535
spdl1,NC_007125.7,38811842,38827422,-,38827422,38817422,38837422,38807422,38847422,38777422,38877422,38727422,38927422,14,14-38817422-38837422,14-38807422-38847422,14-38777422-38877422,14-38727422-38927422
hnrnpa0b,NC_007125.7,38845712,38848166,+,38845712,38835712,38855712,38825712,38865712,38795712,38895712,38745712,38945712,14,14-38835712-38855712,14-38825712-38865712,14-38795712-38895712,14-38745712-38945712
hnrnpa0l,NC_007125.7,38849500,38850933,+,38849500,38839500,38859500,38829500,38869500,38799500,38899500,38749500,38949500,14,14-38839500-38859500,14-38829500-38869500,14-38799500-38899500,14-38749500-38949500
